id numBacktracks numAssignments avgtime
PM1.txt
26 6 13 0.19849348068237305
16 12 26 0.20903688669204712
27 7 16 0.2196761965751648
21 7 15 0.22577625513076782
20 7 14 0.22663038969039917
81 2 7 0.23578935861587524
93 2 7 0.23684120178222656
80 1 5 0.24606508016586304
86 2 7 0.2509496212005615
92 1 5 0.2522231340408325
14 23 33 0.2616918683052063
55 6 11 0.2640421390533447
28 7 16 0.26661747694015503
22 7 15 0.26737427711486816
87 3 9 0.2686105966567993
79 6 10 0.2749117612838745
15 21 35 0.27544504404067993
94 2 7 0.2924097180366516
57 3 10 0.29635971784591675
73 6 11 0.3126981854438782
91 6 10 0.31474387645721436
266 0 4 0.31931692361831665
75 3 9 0.32293426990509033
74 2 7 0.323403000831604
326 0 4 0.32463252544403076
82 5 10 0.35041576623916626
76 3 9 0.366929292678833
158 1 7 0.37420958280563354
267 2 7 0.38058042526245117
279 2 7 0.38118982315063477
344 1 5 0.38410764932632446
88 5 11 0.3842219114303589
363 2 7 0.3866783380508423
381 2 7 0.3886420726776123
272 2 7 0.388746440410614
327 2 7 0.39229750633239746
325 6 10 0.3928315043449402
343 6 10 0.3933337926864624
345 2 7 0.3945976495742798
56 7 12 0.398078978061676
350 1 5 0.398126482963562
278 1 5 0.4004850387573242
356 2 7 0.40176963806152344
386 1 5 0.40184485912323
134 3 9 0.40443581342697144
362 1 5 0.41043156385421753
351 2 7 0.41125208139419556
380 1 5 0.41738295555114746
387 2 7 0.4179873466491699
145 6 12 0.41909003257751465
374 0 5 0.4217582941055298
58 8 15 0.4240949749946594
152 3 9 0.4257879853248596
368 2 7 0.4270282983779907
349 6 10 0.4320024847984314
273 3 9 0.4339748024940491
235 6 11 0.43405890464782715
357 3 9 0.43623703718185425
153 4 11 0.438187837600708
159 5 12 0.4480780363082886
379 6 10 0.4545367956161499
364 2 7 0.46033644676208496
388 2 7 0.4607500433921814
280 2 7 0.4609668254852295
385 6 10 0.4677738547325134
382 2 7 0.4694920778274536
241 6 11 0.4697147607803345
369 3 9 0.4705274701118469
319 6 11 0.47712987661361694
146 2 8 0.4813160300254822
139 7 14 0.4842700958251953
121 12 20 0.4854227304458618
157 11 17 0.49081718921661377
140 4 11 0.49565571546554565
265 6 10 0.49652743339538574
217 6 11 0.4979322552680969
135 5 13 0.498022198677063
19 31 38 0.49844056367874146
375 4 10 0.5043625235557556
331 6 11 0.5050964951515198
337 6 11 0.50602126121521
332 2 7 0.5173284411430359
160 5 12 0.5191411972045898
277 6 10 0.5199688673019409
338 2 7 0.5208325386047363
62 1 7 0.5223668813705444
361 6 10 0.5261116623878479
128 4 11 0.5288987755775452
147 5 13 0.5319592952728271
333 3 9 0.534695565700531
339 3 9 0.5370708107948303
141 6 14 0.5371326208114624
346 5 10 0.5393261909484863
85 18 23 0.5414789915084839
248 1 7 0.5417566895484924
274 4 10 0.542236864566803
51 4 13 0.5426351428031921
261 3 9 0.543450653553009
376 4 10 0.5475460290908813
268 3 8 0.5505909323692322
69 4 11 0.552630603313446
260 2 7 0.5542753338813782
321 3 9 0.5569678544998169
320 2 7 0.5586730241775513
243 3 10 0.5595096349716187
219 3 10 0.5608950257301331
259 6 11 0.5646772384643555
127 15 22 0.5675932168960571
328 5 10 0.5703637599945068
237 3 10 0.5718753337860107
352 5 10 0.5726750493049622
340 3 9 0.5744884610176086
63 5 12 0.5866622924804688
136 5 13 0.5875495076179504
68 4 10 0.5924786329269409
154 6 13 0.5988186001777649
255 4 11 0.6025309562683105
358 5 11 0.6041050553321838
334 3 9 0.6080650091171265
370 5 11 0.6099437475204468
373 11 16 0.610110878944397
148 5 13 0.6125922799110413
322 3 9 0.6128273010253906
133 18 24 0.613208532333374
129 7 15 0.6221913695335388
262 3 9 0.6259200572967529
25 36 43 0.6272140145301819
142 8 16 0.6364278793334961
64 5 12 0.6371994614601135
70 5 12 0.6378907561302185
151 18 24 0.6386855840682983
254 4 10 0.6399004459381104
13 80 90 0.6464928984642029
249 5 12 0.6673982739448547
213 4 13 0.6780735850334167
61 14 20 0.6785836815834045
242 7 12 0.6794506907463074
52 8 17 0.6835945844650269
123 10 20 0.6988239288330078
49 18 25 0.6989951729774475
355 18 23 0.7012195587158203
50 9 16 0.7037960886955261
247 14 20 0.7051170468330383
250 5 12 0.7161519527435303
256 5 12 0.7166561484336853
236 7 12 0.7171511650085449
271 18 23 0.7190335392951965
115 19 28 0.7258603572845459
296 1 7 0.7322153449058533
244 8 15 0.7419235706329346
130 8 16 0.7421584725379944
302 1 7 0.742497444152832
284 1 7 0.7462536096572876
314 1 7 0.7475975751876831
124 10 20 0.7597050070762634
309 4 11 0.7687565088272095
67 18 24 0.7740501761436462
220 6 13 0.7765500545501709
238 8 15 0.7803409695625305
291 4 11 0.7922170758247375
218 7 12 0.8032828569412231
297 4 11 0.8036280870437622
308 4 10 0.8038987517356873
303 4 11 0.8053011298179626
117 10 22 0.8057836294174194
290 4 10 0.8082714080810547
211 18 25 0.8120473027229309
118 7 19 0.8214816451072693
315 5 12 0.821804940700531
367 18 23 0.8245119452476501
253 18 24 0.8348122835159302
295 6 12 0.8400013446807861
122 14 22 0.8463819026947021
285 5 12 0.8666281700134277
301 6 12 0.8727147579193115
225 4 13 0.882488489151001
298 3 10 0.8866399526596069
316 5 12 0.8873109817504883
304 3 10 0.8984323143959045
292 5 12 0.902076005935669
310 5 12 0.9058945775032043
229 11 18 0.9101720452308655
286 5 12 0.918717086315155
313 11 17 0.9220307469367981
231 5 14 0.9245315194129944
46 16 29 0.9379139542579651
283 14 20 0.9783130884170532
214 8 17 0.9818127751350403
230 6 13 1.011367917060852
212 9 16 1.0136662721633911
224 9 16 1.0790163278579712
307 18 24 1.0793084502220154
232 7 16 1.0887298583984375
289 18 24 1.0929526686668396
223 18 25 1.1063405275344849
226 8 17 1.107025384902954
116 18 27 1.1827743649482727
10 86 106 1.188145101070404
9 94 114 1.2966695427894592
45 35 48 1.3007160425186157
40 29 43 1.4853304624557495
208 16 29 1.5262550711631775
202 16 29 1.6728257536888123
39 41 55 1.7989519238471985
184 18 31 2.02042418718338
207 35 48 2.181460976600647
112 50 67 2.2348034977912903
196 29 43 2.3480384945869446
201 35 48 2.3596559166908264
190 29 43 2.3702086806297302
178 29 43 2.379618227481842
33 71 92 2.5091273188591003
111 66 83 2.615152060985565
183 33 46 2.618777632713318
195 41 55 2.872954487800598
177 41 55 2.9799346327781677
189 41 55 3.013372540473938
106 57 75 3.107286036014557
105 62 80 3.1911566257476807
44 165 176 4.124533474445343
8 410 428 4.314885795116425
171 71 92 4.373812675476074
165 71 92 4.378286957740784
99 170 193 5.801118791103363
38 207 219 5.828182220458984
110 199 214 6.1756622195243835
206 165 176 6.23153829574585
200 165 176 6.572692036628723
182 165 176 7.675481021404266
194 180 192 7.829760432243347
104 227 243 7.977324843406677
188 207 219 8.920498311519623
34 319 340 9.23152208328247
176 207 219 9.383014857769012
43 489 500 10.903882801532745
7 1147 1165 12.190016210079193
109 540 555 14.563497841358185
172 319 340 15.601091146469116
37 631 643 16.06736534833908
199 489 500 16.951517283916473
205 489 500 17.01928836107254
166 319 340 17.42240971326828
32 726 743 18.333069920539856
100 627 650 20.339651584625244
193 499 511 20.827860414981842
103 696 712 21.503262996673584
181 487 498 22.266652941703796
187 631 643 24.79979294538498
175 631 643 25.59311282634735
170 726 743 31.134489119052887
164 726 743 32.66226810216904
98 1313 1333 36.29737162590027
31 1719 1736 41.44715225696564
83 2230 2240 52.20612233877182
95 2208 2218 53.653479278087616
23 4409 4422 53.91010510921478
29 4236 4248 57.23349690437317
1 33800 33835 inf
101 3371 3383 inf
102 2454 2470 inf
107 2175 2183 inf
108 2101 2108 inf
11 5503 5514 inf
113 2772 2777 inf
114 2747 2753 inf
119 1982 1989 inf
12 5451 5468 inf
120 1827 1837 inf
125 3290 3296 inf
126 3033 3041 inf
131 1597 1604 inf
132 1551 1558 inf
137 1575 1580 inf
138 1551 1556 inf
143 2098 2107 inf
144 1995 2003 inf
149 2558 2564 inf
150 2509 2515 inf
155 2277 2282 inf
156 2264 2268 inf
161 2534 2537 inf
162 2514 2517 inf
163 1461 1474 inf
167 1415 1431 inf
168 1209 1226 inf
169 1303 1306 inf
17 8137 8148 inf
173 1748 1759 inf
174 1507 1517 inf
179 1551 1557 inf
18 8178 8189 inf
180 1514 1521 inf
185 1208 1213 inf
186 1159 1167 inf
191 1662 1668 inf
192 1634 1640 inf
197 1530 1539 inf
198 1513 1520 inf
2 32227 32258 inf
203 1870 1875 inf
204 1784 1790 inf
209 1956 1961 inf
210 1900 1907 inf
215 1300 1305 inf
216 1240 1254 inf
221 1264 1272 inf
222 1244 1252 inf
227 1569 1576 inf
228 1505 1513 inf
233 1570 1577 inf
234 1574 1582 inf
239 1863 1879 inf
24 4890 4896 inf
240 1748 1757 inf
245 2089 2098 inf
246 2008 2018 inf
251 1141 1149 inf
252 1088 1092 inf
257 1131 1140 inf
258 1092 1095 inf
263 1160 1169 inf
264 1113 1121 inf
269 1160 1163 inf
270 1141 1147 inf
275 1177 1185 inf
276 1146 1152 inf
281 1119 1124 inf
282 1103 1110 inf
287 1292 1301 inf
288 1260 1269 inf
293 1297 1308 inf
294 1259 1264 inf
299 1365 1370 inf
3 33326 33359 inf
30 4429 4436 inf
300 1319 1329 inf
305 1449 1453 inf
306 1406 1412 inf
311 1420 1424 inf
312 1392 1397 inf
317 1439 1447 inf
318 1403 1408 inf
323 1528 1534 inf
324 1460 1470 inf
329 1416 1422 inf
330 1397 1405 inf
335 1707 1713 inf
336 1658 1664 inf
341 1755 1761 inf
342 1705 1711 inf
347 1859 1862 inf
348 1817 1820 inf
35 2530 2540 inf
353 1959 1963 inf
354 1942 1946 inf
359 1727 1735 inf
36 2382 2395 inf
360 1632 1637 inf
365 1556 1565 inf
366 1495 1502 inf
371 1840 1845 inf
372 1814 1819 inf
377 1822 1830 inf
378 1780 1784 inf
383 1872 1877 inf
384 1833 1837 inf
389 1954 1956 inf
390 1914 1916 inf
4 32289 32326 inf
41 2386 2397 inf
42 2374 2382 inf
47 2574 2580 inf
48 2596 2603 inf
5 44080 44123 inf
53 2396 2406 inf
54 2284 2291 inf
59 3145 3154 inf
6 42398 42442 inf
60 3061 3070 inf
65 1927 1934 inf
66 1887 1895 inf
71 1946 1952 inf
72 1936 1941 inf
77 2449 2454 inf
78 2454 2459 inf
84 2539 2549 inf
89 2463 2469 inf
90 2451 2461 inf
96 2484 2488 inf
97 2263 2277 inf
PM2.txt
14 11 43 0.3287263512611389
15 25 66 0.4427521228790283
9 12 43 0.48802924156188965
20 1 31 0.5270876288414001
8 3 40 0.5281691551208496
16 36 76 0.5387411117553711
26 1 33 0.5762069821357727
27 9 39 0.5798981785774231
21 9 39 0.5961967706680298
10 7 51 0.6517546772956848
56 0 27 0.691710352897644
28 8 42 0.709465503692627
22 9 43 0.7116514444351196
92 0 27 0.9269982576370239
80 0 27 0.9347629547119141
74 0 27 0.9351499676704407
45 7 37 1.0193099975585938
86 1 32 1.1204286217689514
93 7 37 1.1309276819229126
44 1 35 1.1332201957702637
57 18 55 1.1517248153686523
87 7 37 1.1519700288772583
81 7 37 1.154846727848053
75 7 37 1.19578355550766
122 0 30 1.200802206993103
62 1 28 1.2090654373168945
58 19 57 1.2227067351341248
94 5 37 1.2243678569793701
50 5 36 1.238450050354004
32 9 41 1.2635329961776733
146 0 27 1.2851253151893616
140 0 27 1.2881615161895752
46 4 44 1.2964563965797424
82 9 42 1.3058947324752808
39 7 37 1.321605622768402
128 1 28 1.3267454504966736
88 6 39 1.345482051372528
68 1 32 1.355605661869049
158 0 28 1.3713617324829102
76 9 42 1.4085615873336792
69 7 37 1.4388350248336792
38 2 37 1.4520582556724548
111 9 39 1.452640414237976
63 7 37 1.456375002861023
218 0 27 1.4699110984802246
242 0 27 1.5062561631202698
236 0 27 1.5075386762619019
159 7 37 1.5325083136558533
134 1 32 1.53726464509964
105 9 39 1.5416836142539978
34 25 65 1.5453253984451294
153 7 37 1.5593475699424744
152 1 32 1.5631805658340454
147 7 37 1.571987807750702
40 4 44 1.6042016744613647
116 7 39 1.6222028136253357
135 7 37 1.6381189823150635
129 7 37 1.642356276512146
141 7 37 1.6574550867080688
52 18 56 1.6576520800590515
64 9 42 1.6754570603370667
104 1 36 1.685916006565094
70 8 41 1.7041110396385193
110 1 36 1.7158746719360352
320 0 27 1.728830635547638
326 0 27 1.7322744727134705
160 5 38 1.7375854849815369
332 0 27 1.7386459708213806
278 0 27 1.7438871264457703
51 22 61 1.7594878673553467
380 0 27 1.762890338897705
260 0 27 1.7635275721549988
362 0 27 1.7689682245254517
266 0 27 1.7702921628952026
386 0 27 1.7793888449668884
350 0 27 1.7799551486968994
374 0 27 1.7802841067314148
344 0 27 1.7898517847061157
338 0 27 1.7942495346069336
248 1 28 1.7959697246551514
33 38 78 1.8038762211799622
100 25 67 1.8087849020957947
124 19 56 1.8108830451965332
148 9 43 1.8381167650222778
230 0 28 1.8517593741416931
154 8 41 1.8643216490745544
123 22 61 1.9036368131637573
207 7 37 1.9580425024032593
296 0 27 1.9876503348350525
136 8 41 2.001978874206543
201 7 37 2.01437246799469
302 0 27 2.0145702362060547
112 4 46 2.026917338371277
183 7 37 2.0347838401794434
130 9 43 2.0444796681404114
284 1 28 2.0506733655929565
106 4 46 2.0584623217582703
177 7 37 2.064969062805176
142 10 44 2.0714364051818848
272 1 32 2.0857890248298645
254 1 32 2.094669759273529
369 7 37 2.096996486186981
363 7 37 2.099376916885376
387 7 37 2.111438512802124
368 1 32 2.1123290061950684
381 7 37 2.1153522729873657
357 7 37 2.117968738079071
375 7 37 2.118575870990753
345 7 37 2.1256420016288757
356 1 32 2.127011716365814
351 7 37 2.133215308189392
314 0 28 2.1384833455085754
279 7 37 2.1638407111167908
339 7 37 2.1709460020065308
267 7 37 2.184779107570648
327 7 37 2.1880534291267395
212 5 36 2.188142478466034
273 7 37 2.214767575263977
182 1 35 2.2208011746406555
255 7 37 2.2374225854873657
261 7 37 2.240253508090973
249 7 37 2.2552651166915894
99 44 86 2.2560805082321167
321 7 37 2.258331537246704
333 7 37 2.2617151141166687
206 1 35 2.269815683364868
382 5 37 2.286095142364502
200 1 35 2.2916905283927917
290 1 32 2.294791042804718
195 7 37 2.295361876487732
164 9 41 2.2983744144439697
388 5 37 2.2999172806739807
118 21 60 2.3184202313423157
117 22 62 2.3190343379974365
189 7 37 2.333284556865692
308 1 32 2.3377931714057922
98 22 57 2.3466755151748657
364 5 37 2.3599973917007446
303 7 37 2.3664621710777283
176 2 37 2.3787376284599304
376 5 37 2.3815475702285767
170 9 41 2.3859500885009766
280 5 37 2.388634741306305
224 5 36 2.3995463848114014
309 7 37 2.402109384536743
315 7 37 2.4106513261795044
346 9 42 2.419754207134247
291 7 37 2.4272871017456055
243 18 55 2.441841185092926
352 9 42 2.4515005350112915
370 6 39 2.482684552669525
358 6 39 2.4918813705444336
328 9 42 2.494740307331085
297 7 37 2.499591112136841
285 7 37 2.5091689229011536
166 25 65 2.513277232646942
237 18 55 2.5140833258628845
340 9 42 2.549817740917206
316 5 37 2.574901282787323
322 9 42 2.5945058465003967
268 9 42 2.6025936007499695
334 9 42 2.6126989126205444
274 6 39 2.621484696865082
184 4 44 2.6269537210464478
208 4 44 2.6271573305130005
188 2 37 2.627178192138672
202 4 44 2.6312689185142517
262 9 42 2.634572744369507
194 2 37 2.6581671833992004
178 4 44 2.658852458000183
244 19 57 2.665893077850342
219 18 55 2.6943870186805725
256 8 41 2.7013449668884277
250 9 42 2.702704131603241
238 19 57 2.7193280458450317
304 9 42 2.7241819500923157
292 8 41 2.75805127620697
310 8 41 2.848556160926819
298 9 42 2.8605831265449524
286 9 42 2.885686457157135
190 4 44 2.93365478515625
196 4 44 2.9429232478141785
165 38 78 2.953585147857666
172 25 65 2.9604984521865845
220 19 57 2.9737393856048584
214 18 56 3.0749430060386658
232 18 56 3.102394700050354
231 22 61 3.1735971570014954
213 22 61 3.1833133697509766
226 18 56 3.2327216267585754
171 38 78 3.345095992088318
225 22 61 3.3961827754974365
1 29020 29080 inf
101 3222 3249 inf
102 2279 2309 inf
103 1272 1291 inf
107 2259 2277 inf
108 1744 1767 inf
109 1427 1451 inf
11 5654 5669 inf
113 3019 3036 inf
114 2290 2312 inf
115 1148 1174 inf
119 1880 1899 inf
12 5276 5303 inf
120 2130 2152 inf
121 1490 1511 inf
125 3013 3033 inf
126 2760 2782 inf
127 1159 1183 inf
13 7695 7719 inf
131 2175 2191 inf
132 1582 1605 inf
133 1177 1202 inf
137 1781 1799 inf
138 1445 1468 inf
139 1298 1321 inf
143 2474 2492 inf
144 2109 2131 inf
145 1411 1431 inf
149 2566 2582 inf
150 2145 2168 inf
151 1285 1307 inf
155 2440 2458 inf
156 2100 2122 inf
157 1374 1396 inf
161 2542 2561 inf
162 2137 2159 inf
163 768 796 inf
167 1501 1523 inf
168 1185 1214 inf
169 950 976 inf
17 8099 8121 inf
173 1745 1768 inf
174 1478 1508 inf
175 904 928 inf
179 1751 1772 inf
18 8337 8363 inf
180 1224 1247 inf
181 786 808 inf
185 1396 1413 inf
186 1122 1145 inf
187 1004 1021 inf
19 4203 4227 inf
191 1710 1731 inf
192 1224 1245 inf
193 902 923 inf
197 1644 1661 inf
198 1324 1344 inf
199 1017 1037 inf
2 28401 28478 inf
203 2367 2385 inf
204 1915 1937 inf
205 1055 1077 inf
209 2339 2356 inf
210 1842 1863 inf
211 756 785 inf
215 1387 1408 inf
216 1506 1528 inf
217 777 797 inf
221 1276 1294 inf
222 1247 1270 inf
223 912 936 inf
227 1573 1595 inf
228 1636 1660 inf
229 923 947 inf
23 5084 5101 inf
233 1596 1613 inf
234 1510 1534 inf
235 962 987 inf
239 2005 2023 inf
24 5110 5133 inf
240 2198 2220 inf
241 1093 1115 inf
245 2089 2109 inf
246 2041 2063 inf
247 851 872 inf
25 3930 3955 inf
251 1684 1703 inf
252 1215 1236 inf
253 835 856 inf
257 1379 1397 inf
258 1097 1118 inf
259 856 878 inf
263 1655 1673 inf
264 1212 1234 inf
265 740 761 inf
269 1144 1159 inf
270 1061 1084 inf
271 765 787 inf
275 1263 1282 inf
276 1092 1115 inf
277 720 744 inf
281 1143 1160 inf
282 1059 1081 inf
283 902 922 inf
287 1645 1659 inf
288 1252 1274 inf
289 912 935 inf
29 4389 4408 inf
293 1414 1433 inf
294 1122 1143 inf
295 925 949 inf
299 1686 1704 inf
3 29288 29341 inf
30 4206 4229 inf
300 1394 1416 inf
301 883 905 inf
305 1476 1492 inf
306 1254 1275 inf
307 881 900 inf
31 1771 1796 inf
311 1476 1495 inf
312 1269 1291 inf
313 864 886 inf
317 1448 1467 inf
318 1252 1275 inf
319 943 967 inf
323 1992 2010 inf
324 1740 1761 inf
325 816 838 inf
329 1381 1397 inf
330 1317 1339 inf
331 1023 1047 inf
335 1968 1986 inf
336 1697 1719 inf
337 953 972 inf
341 1689 1707 inf
342 1452 1474 inf
343 1064 1083 inf
347 1983 1996 inf
348 1864 1884 inf
349 1064 1087 inf
35 2628 2656 inf
353 1945 1962 inf
354 1818 1842 inf
355 950 971 inf
359 2007 2024 inf
36 2492 2517 inf
360 1746 1768 inf
361 935 953 inf
365 1786 1805 inf
366 1631 1652 inf
367 968 991 inf
37 1817 1840 inf
371 1983 1999 inf
372 1716 1738 inf
373 989 1008 inf
377 1933 1950 inf
378 1651 1671 inf
379 1021 1040 inf
383 2062 2081 inf
384 1820 1841 inf
385 1026 1047 inf
389 2034 2051 inf
390 1802 1823 inf
4 28226 28283 inf
41 2676 2693 inf
42 2458 2480 inf
43 1956 1979 inf
47 3241 3257 inf
48 2879 2902 inf
49 1743 1767 inf
5 35906 35953 inf
53 2494 2511 inf
54 2916 2939 inf
55 2195 2219 inf
59 3446 3462 inf
6 34512 34559 inf
60 3549 3572 inf
61 1699 1719 inf
65 2521 2538 inf
66 2313 2333 inf
67 1675 1694 inf
7 5287 5312 inf
71 2286 2303 inf
72 2044 2065 inf
73 1883 1906 inf
77 3139 3156 inf
78 3105 3130 inf
79 1913 1935 inf
83 2651 2669 inf
84 2741 2763 inf
85 1798 1818 inf
89 2768 2786 inf
90 2727 2750 inf
91 1820 1839 inf
95 2794 2812 inf
96 2757 2778 inf
97 1376 1404 inf
PM3.txt
25 11 28 0.4077579975128174
16 26 64 0.47135740518569946
28 0 33 0.5760911703109741
19 26 43 0.5847625136375427
22 3 36 0.5971459746360779
8 35 64 0.673578679561615
10 18 53 0.6996901631355286
7 48 70 0.734670102596283
91 8 24 0.7363189458847046
85 9 26 0.7830842733383179
27 27 53 0.8541342616081238
21 30 58 0.8728880286216736
79 17 34 0.8737913966178894
73 16 33 0.9443619847297668
15 94 125 0.9503190517425537
92 3 29 0.9922946691513062
157 10 26 0.9943140149116516
94 0 30 1.0538299083709717
151 11 28 1.0596592426300049
82 1 31 1.0612775683403015
74 9 36 1.0952629446983337
88 0 31 1.0962885022163391
86 9 35 1.114650011062622
80 9 35 1.1298227310180664
43 29 48 1.1338974833488464
13 146 169 1.1440314650535583
145 17 34 1.1465032696723938
58 15 50 1.1552686095237732
67 11 28 1.158553421497345
76 2 34 1.161228597164154
133 11 28 1.1999579668045044
61 17 34 1.2294761538505554
139 16 33 1.247370421886444
46 8 41 1.257802963256836
44 20 47 1.3062727451324463
158 3 29 1.306367814540863
70 0 31 1.3360312581062317
68 9 36 1.3512930274009705
55 58 78 1.3742191195487976
385 8 24 1.3800700306892395
81 17 40 1.3866730332374573
373 8 24 1.3996831178665161
379 8 24 1.419317364692688
277 8 24 1.428546965122223
152 9 35 1.4330413937568665
160 0 30 1.4425515532493591
361 8 24 1.443281352519989
136 0 31 1.45302152633667
127 19 36 1.460525631904602
64 3 36 1.4621675610542297
134 9 36 1.4636958837509155
154 0 31 1.4784045219421387
52 15 49 1.4861252307891846
93 16 41 1.4904512166976929
271 9 26 1.493100106716156
355 9 26 1.5118703246116638
140 10 38 1.5265222787857056
367 9 26 1.528808832168579
148 2 33 1.5512550473213196
325 17 34 1.5784715414047241
265 14 30 1.5833401083946228
75 23 49 1.5849817395210266
259 13 30 1.5964758396148682
146 10 38 1.6046063303947449
253 11 28 1.6081832647323608
142 2 34 1.608480989933014
343 17 34 1.6349543929100037
319 16 33 1.6510960459709167
349 17 34 1.6520447134971619
