id numBacktracks numAssignments avgtime
PH1.txt
15 3 167 2.4662201404571533
16 6 179 2.695343255996704
9 4 169 5.573627471923828
10 5 178 5.896251201629639
27 3 166 6.796313524246216
21 3 166 6.834631681442261
28 0 170 7.054620265960693
22 0 170 7.062765598297119
33 2 165 8.72816801071167
34 1 173 9.262332439422607
57 1 163 9.546559810638428
58 0 169 9.739192247390747
51 1 163 9.889007329940796
52 1 171 10.523918867111206
45 2 165 11.686494827270508
44 22 176 11.698625564575195
80 9 160 12.249966859817505
79 19 166 12.261112928390503
91 18 165 12.33145785331726
86 16 167 12.574416399002075
46 3 175 12.57712197303772
92 9 160 12.581699848175049
74 26 177 12.599077224731445
85 24 171 12.716299295425415
75 1 163 12.878213167190552
81 1 163 12.906102180480957
93 1 163 12.919423341751099
87 1 163 12.939806938171387
39 2 165 13.070511102676392
43 57 206 13.12441635131836
73 60 207 13.214427947998047
14 894 1049 13.26000428199768
76 0 169 13.425928831100464
82 0 169 13.47541856765747
88 0 169 13.495250940322876
56 216 370 13.629273414611816
94 1 170 13.640524864196777
38 39 193 13.747742652893066
99 6 171 13.752828598022461
123 3 166 13.851716041564941
40 0 173 14.025112867355347
68 33 184 14.082902669906616
62 30 181 14.18409252166748
69 1 163 14.210471391677856
63 1 163 14.25808072090149
117 3 166 14.555766820907593
61 65 212 14.824253559112549
70 0 170 14.869603633880615
64 0 170 14.945333242416382
124 1 173 15.241826295852661
67 74 221 15.24743103981018
118 1 173 15.306832790374756
100 10 184 15.539030075073242
8 401 559 16.652371883392334
146 9 161 17.203067541122437
158 9 161 17.21139168739319
110 22 177 17.508492708206177
37 119 268 17.642090320587158
111 5 169 17.660308599472046
140 26 178 17.769222497940063
152 16 168 17.909550666809082
128 30 182 17.91742730140686
147 1 163 18.202961206436157
105 5 169 18.249223709106445
159 1 163 18.249793529510498
129 1 163 18.346155405044556
134 33 185 18.382702350616455
153 1 163 18.427193641662598
104 39 194 18.560001850128174
135 1 163 18.579699754714966
141 1 163 18.717267274856567
112 0 173 18.777814388275146
145 20 168 18.830185651779175
157 19 167 18.885185480117798
106 0 173 19.093579292297363
154 0 169 19.219019889831543
151 25 173 19.228373289108276
148 0 170 19.298920154571533
130 0 170 19.3116557598114
136 0 170 19.350865602493286
160 1 170 19.366278648376465
165 2 165 19.40325355529785
142 0 170 19.537020444869995
219 1 163 19.81794810295105
243 1 163 19.964136362075806
237 1 163 19.98901891708374
213 1 163 20.17603898048401
26 398 550 20.392542839050293
20 395 547 20.442756414413452
50 542 696 20.50477910041809
171 2 165 20.511451959609985
166 1 173 20.96562433242798
220 0 169 21.209613800048828
238 0 169 21.300674200057983
231 1 163 21.563074588775635
225 1 163 21.602409839630127
244 0 169 21.607920169830322
214 1 171 22.014971256256104
172 1 173 22.191352367401123
386 9 160 22.274067163467407
350 9 160 22.487664461135864
338 9 160 22.51682734489441
374 9 160 22.617146730422974
326 9 160 22.782989740371704
362 9 160 22.855517864227295
344 9 160 22.85959482192993
232 1 171 22.883102655410767
380 9 160 22.89901328086853
139 61 209 22.91781210899353
356 16 167 22.944616317749023
368 16 167 22.963036060333252
226 1 171 22.989773273468018
207 2 165 23.261906385421753
206 22 176 23.271153688430786
266 9 160 23.296746492385864
278 9 160 23.324439764022827
320 26 177 23.449817895889282
332 26 177 23.496537446975708
